Column1,column ID,ID,Age,Customer_type,Gross_income,Net_income,Valid,SEX,Type_of_industry,Marital_Status,Months_in_city,Months_in_current_job,Org_Type,Debt_ratio,Target,ENQ_1,ENQ_2,ENQ_3,ENQ_4,ENQ_5,ENQ_6,ENQ_7,ENQ_8,ACCOUNT_9,ACCOUNT_10,ACCOUNT_11,ACCOUNT_12,ACCOUNT_13,ACCOUNT_14,ACCOUNT_15,ACCOUNT_16,ACCOUNT_17,ACCOUNT_18,ACCOUNT_19,ACCOUNT_20,ACCOUNT_21,bank_balance
1296,1868,3042,46,SELF EMPLOYED,28356.67,28356.67,1,MALE,OTHERS,MARRIED,480,7,INDIVIDUAL,0.41,0,198,331,0,0,3,1,6,1,0,0,451,2,0,2,2,0,2,0,0,0,451,2805
1297,1869,1803,42,SELF EMPLOYED,29166.67,29166.67,1,MALE,OTHERS,MARRIED,0,60,INDIVIDUAL,0.36,0,222,223,0,0,6,4,12,6,3,3,191,7,5,1,4,4,0,2652770,2652770,0,450,1667
1298,1870,3566,40,SALARIED,27000,27000,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.52,0,31,250,5,0,8,1,26,1,0,0,29,20,1,17,11,1,8,3171199,2687731,483468,450,68564
1299,1871,987,32,SELF EMPLOYED,25000,25000,1,MALE,OTHERS,MARRIED,216,36,INDIVIDUAL,0.73,0,471,471,0,0,0,0,1,1,0,1,449,1,1,0,1,1,0,1475095,1475095,0,449,1626
1300,1872,1701,49,SELF EMPLOYED,29166.67,29166.67,1,MALE,OTHERS,MARRIED,0,56,INDIVIDUAL,0.94,0,14,23,4,3,4,3,10,5,0,0,449,3,1,1,1,1,0,2471930,2471930,0,449,77434
1301,1873,2349,35,SELF EMPLOYED,36166.67,36166.67,1,MALE,OTHERS,MARRIED,420,27,PROPRIETORSHIP,0.51,0,17,80,3,2,8,2,19,4,1,1,73,16,1,8,9,1,8,1643388,1471107,172281,449,12397
1302,1876,678,68,SELF EMPLOYED,266590,266590,1,MALE,OTHERS,MARRIED,480,0,PROPRIETORSHIP,0.29,0,3,3,7,4,23,10,63,17,0,0,49,26,5,2,11,4,1,51455877,51455877,0,447,170096.472
1303,1877,1566,42,SELF EMPLOYED,62687.17,62687.17,1,FEMALE,OTHERS,MARRIED,120,115,INDIVIDUAL,0.2,0,10,10,1,1,3,3,23,6,0,2,249,9,2,3,5,2,0,3083541,2999256,84285,447,3999
1304,1878,1508,36,SELF EMPLOYED,30428,30428,1,MALE,OTHERS,MARRIED,132,117,PROPRIETORSHIP,0.59,0,9,9,5,5,5,5,8,8,0,0,446,2,2,0,2,2,0,1852732,1852732,0,446,51280
1305,1879,630,52,SELF EMPLOYED,538883.33,538883.33,1,MALE,CONSTRUCTION,MARRIED,444,180,PROPRIETORSHIP,0.43,1,11,11,1,1,7,4,22,4,1,1,148,15,2,11,7,2,4,15972576,15469946,502630,445,170096.472
1306,1880,2946,34,SALARIED,20000,20000,1,MALE,OTHERS,MARRIED,420,0,PRIVATE LIMITED,0.53,0,0,0,0,0,0,0,0,0,0,2,445,1,0,1,1,0,1,40705,0,40705,445,73243
1307,1881,3639,49,SELF EMPLOYED,17900,17900,1,MALE,OTHERS,MARRIED,156,2,INDIVIDUAL,0.64,0,60,60,1,1,1,1,4,1,0,0,445,2,0,0,1,0,0,27799,27799,0,445,6856
1308,1882,154,41,SELF EMPLOYED,22456.67,22456.67,1,FEMALE,OTHERS,MARRIED,240,61,INDIVIDUAL,0.11,0,159,0,0,0,2,0,8,0,0,0,120,5,0,1,3,0,1,225098,225098,0,444,172379
1309,1883,232,29,SELF EMPLOYED,29037.25,29037.25,1,MALE,CONSTRUCTION,MARRIED,0,36,INDIVIDUAL,0.82,0,368,514,0,0,0,0,27,1,0,0,336,14,1,9,7,1,6,2073836,1339993,733843,444,26881
1310,1884,418,41,SELF EMPLOYED,26322.67,26322.67,1,MALE,OTHERS,MARRIED,240,73,INDIVIDUAL,0.51,0,207,0,0,0,1,0,5,0,0,0,444,5,0,4,1,0,1,0,0,0,444,96781
1311,1885,677,68,SELF EMPLOYED,266590,266590,1,MALE,OTHERS,MARRIED,480,156,PROPRIETORSHIP,0.49,0,5,5,6,3,22,9,62,16,0,0,46,26,5,2,11,4,1,51455877,51455877,0,444,170096.472
1312,1886,1049,38,SALARIED,15000,15000,1,MALE,OTHERS,MARRIED,0,180,PROPRIETORSHIP,0.49,0,348,0,0,0,1,0,2,0,0,0,343,3,0,3,2,0,2,77246,0,77246,444,3152
1313,1887,1761,38,SELF EMPLOYED,62500,62500,1,MALE,OTHERS,MARRIED,60,24,PROPRIETORSHIP,0.41,0,41,41,1,1,2,1,8,1,0,0,265,4,0,3,2,0,1,958079,22759,935320,444,66011
1314,1890,2585,40,SELF EMPLOYED,33568.67,33568.67,1,MALE,OTHERS,MARRIED,360,120,INDIVIDUAL,1.47,0,11,57,2,1,7,1,34,8,0,0,135,15,3,10,2,1,0,2489275,2489277,0,444,170096.472
1315,1891,1312,32,SALARIED,30567,30567,1,MALE,OTHERS,MARRIED,36,72,INDIVIDUAL,0.44,0,9,9,1,1,2,1,8,1,0,0,443,1,0,1,1,0,1,0,0,0,443,63481
1316,1892,1396,40,SELF EMPLOYED,29523.08,29523.08,1,MALE,OTHERS,MARRIED,300,0,INDIVIDUAL,0.41,0,443,443,0,0,0,0,1,1,0,0,443,1,1,0,1,1,0,894558,894558,0,443,3092
1317,1893,1901,30,SALARIED,40000,30357,1,FEMALE,OTHERS,SINGLE,360,0,INDIVIDUAL,0.6,0,36,36,1,1,1,1,2,1,0,0,436,3,0,3,2,0,2,109358,0,109358,443,170096.472
1318,1894,1981,33,SELF EMPLOYED,400000,400000,1,MALE,PAPER & PULP,MARRIED,30,83,PROPRIETORSHIP,0.07,0,0,0,13,8,20,11,44,18,0,1,241,13,4,6,6,3,2,2962412,2735796,226616,443,150287
1319,1896,3502,47,SELF EMPLOYED,325004.67,325004.67,1,FEMALE,OTHERS,MARRIED,0,16,INDIVIDUAL,0.69,0,11,11,5,5,13,6,17,7,0,0,181,3,0,3,2,0,2,2184760,0,2184760,443,530424
1320,1897,3537,48,SALARIED,56544,48069,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.65,0,178,0,0,0,5,0,15,0,1,1,443,3,0,3,1,0,1,444694,0,444694,443,170096.472
1321,1898,691,49,SELF EMPLOYED,110254.17,110254.17,1,MALE,OTHERS,MARRIED,300,61,PARTNERSHIP,0.65,0,41,383,1,0,5,0,29,2,0,0,115,5,4,0,3,2,0,12405456,12405456,0,442,130044
1322,1901,3487,40,SELF EMPLOYED,72026.92,72026.92,1,MALE,OTHERS,MARRIED,0,33,INDIVIDUAL,0.75,0,6,6,6,5,7,5,12,5,0,0,217,2,0,1,2,0,1,274307,272723,1584,442,421628
1323,1902,3544,29,SELF EMPLOYED,66666.67,66666.67,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.8,1,0,0,17,9,69,22,123,24,3,3,69,36,3,26,18,3,13,30085234,23291647,6793587,442,149220
1324,1903,3545,29,SELF EMPLOYED,65773.42,65773.42,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.82,1,3,3,16,8,68,21,122,23,3,3,69,36,3,26,18,3,13,30085234,23291647,6793587,442,149220
1325,1904,1006,53,SELF EMPLOYED,83333.33,83333.33,1,MALE,HOTELS AND RESORTS,MARRIED,360,13,INDIVIDUAL,0.32,0,454,454,0,0,0,0,3,3,0,0,441,2,2,0,2,2,0,2574642,2574642,0,441,36824
1326,1905,2195,40,SELF EMPLOYED,53200,53200,1,MALE,OTHERS,MARRIED,24,13,INDIVIDUAL,0.36,0,2,10,4,1,8,2,11,2,1,2,331,2,0,1,2,0,1,518305,320344,197961,441,170096.472
1327,1906,2701,38,SELF EMPLOYED,36154.17,36154.17,1,MALE,PAINTS,MARRIED,180,40,INDIVIDUAL,0.27,0,2,2,2,2,3,3,7,5,0,0,323,2,1,0,2,1,0,1038341,1038341,0,441,270912
1328,1907,347,35,SALARIED,257084,20825,1,MALE,OTHERS,MARRIED,120,0,INDIVIDUAL,0.5,0,6,0,1,0,1,0,4,0,0,0,440,1,0,0,1,0,0,35774,35774,0,440,8222
1329,1909,1994,39,SELF EMPLOYED,110896.83,110896.83,1,FEMALE,OTHERS,MARRIED,204,60,PROPRIETORSHIP,0.3,0,548,548,0,0,0,0,1,1,0,0,112,16,2,4,7,2,2,3602688,3500310,102378,439,170096.472
1330,1910,2718,45,SELF EMPLOYED,20833.33,20833.33,1,MALE,OTHERS,MARRIED,311,44,INDIVIDUAL,0.66,0,440,0,0,0,0,0,1,0,0,0,439,1,0,1,1,0,1,81620,0,81620,439,3452
1331,1911,130,51,SELF EMPLOYED,24798.5,24798.5,1,MALE,TEXTILE READY MADE GARMENTS,MARRIED,240,35,INDIVIDUAL,0.66,0,163,514,0,0,3,0,6,2,0,0,176,4,1,1,4,1,1,1937519,1915749,21770,438,26569
1332,1912,272,41,SELF EMPLOYED,57326.67,57326.67,1,MALE,OTHERS,MARRIED,156,0,INDIVIDUAL,0.63,0,258,661,0,0,1,0,4,2,0,0,438,1,0,1,1,0,1,234474,0,234474,438,170096.472
1333,1915,2504,53,SELF EMPLOYED,33333.33,33333.33,1,MALE,OTHERS,MARRIED,648,72,INDIVIDUAL,1.45,0,144,0,0,0,2,0,7,0,0,0,136,5,0,3,4,0,2,1109623,827048,282575,438,221493
1334,1916,3129,25,SALARIED,29683,29683,1,FEMALE,IT AND COMMUNICATION,SINGLE,288,60,INDIVIDUAL,0.61,0,248,0,0,0,2,0,3,0,0,0,240,2,0,2,2,0,2,295032,0,295032,438,74341
1335,1919,1326,36,SELF EMPLOYED,52008.42,52008.42,1,MALE,OTHERS,MARRIED,360,37,INDIVIDUAL,0.55,0,27,27,3,2,5,3,18,3,0,0,144,15,1,10,6,1,2,3060528,3054534,5994,437,39874
1336,1921,1565,46,SELF EMPLOYED,52060.75,52060.75,1,MALE,OTHERS,MARRIED,120,155,INDIVIDUAL,0.28,0,156,156,0,0,2,2,22,5,0,2,239,9,2,3,5,2,0,3083541,2999256,84285,437,21338
1337,1922,3590,36,SELF EMPLOYED,43830.25,43830.25,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.65,0,74,74,1,1,4,2,5,3,0,0,135,5,2,3,5,2,3,1033622,1023024,10598,437,43625
1338,1924,585,36,SELF EMPLOYED,50431.42,50431.42,1,MALE,TRAVEL AGENTS AND TOUR OPERATORS,MARRIED,144,48,INDIVIDUAL,0.67,0,67,77,8,1,35,1,56,1,0,3,66,22,0,3,15,0,3,4908884,4801663,107221,436,159435
1339,1925,1248,45,SELF EMPLOYED,22132.5,22132.5,1,FEMALE,OTHERS,MARRIED,60,121,PROPRIETORSHIP,11.2,0,8,8,3,3,12,11,45,31,0,0,68,9,9,0,2,2,0,28761228,28761228,0,436,609948
1340,1926,2168,33,SALARIED,30000,29461,1,MALE,PAPER & PULP,MARRIED,360,120,PROPRIETORSHIP,0.35,0,2,624,1,0,2,0,8,3,0,0,92,3,1,2,3,1,2,996179,872974,123205,436,170096.472
1341,1927,3098,42,SELF EMPLOYED,58095.92,58095.92,1,MALE,OTHERS,MARRIED,240,0,INDIVIDUAL,0.66,0,17,17,1,1,2,1,7,1,0,0,216,3,0,2,3,0,2,375428,370250,5178,436,36508
1342,1928,3543,29,SELF EMPLOYED,65773.42,65773.42,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,1.08,1,4,32,14,6,68,19,120,21,2,2,63,36,3,26,18,3,13,30027618,23267973,6759645,436,149220
1343,1929,499,32,SELF EMPLOYED,30280.5,30280.5,1,MALE,OTHERS,MARRIED,72,36,INDIVIDUAL,0.52,0,46,46,1,1,6,3,20,3,1,2,130,14,0,1,5,0,1,772000,730645,41355,435,69542
1344,1930,1311,40,SELF EMPLOYED,171397.5,171397.5,1,MALE,OTHERS,MARRIED,300,57,INDIVIDUAL,0.14,0,222,0,0,0,3,0,7,0,0,0,435,1,0,0,1,0,0,828673,828673,0,435,46641
1345,1936,3212,31,SALARIED,22940,22940,1,MALE,OTHERS,MARRIED,120,12,INDIVIDUAL,0.34,0,18,34,2,1,2,1,5,1,0,0,84,8,0,7,5,0,4,51971,25295,26676,433,13767
1346,1937,2093,36,SELF EMPLOYED,43241.83,43241.83,1,MALE,OTHERS,MARRIED,240,60,PROPRIETORSHIP,0.53,0,11,115,8,0,20,1,32,1,0,0,122,3,0,2,2,0,1,43116,43116,0,432,170096.472
1347,1938,2167,33,SELF EMPLOYED,41769.5,41769.5,1,MALE,OTHERS,MARRIED,0,56,INDIVIDUAL,0.51,0,107,349,0,0,3,1,8,1,0,0,103,8,0,8,5,0,5,457338,0,457338,432,157909
1348,1939,2260,41,SALARIED,21550,21550,1,MALE,OTHERS,MARRIED,300,24,INDIVIDUAL,0.25,0,3,3,1,1,1,1,5,1,0,0,192,5,0,4,2,0,1,14382,8383,5999,432,5032
1349,1940,2736,31,SELF EMPLOYED,24621.75,24621.75,1,MALE,OTHERS,MARRIED,60,15,INDIVIDUAL,0.73,0,111,111,0,0,2,1,2,1,0,0,432,1,0,1,1,0,1,37274,0,37274,432,29914
1350,1942,975,40,SELF EMPLOYED,43833.33,43833.33,1,MALE,OTHERS,SINGLE,480,69,INDIVIDUAL,0.61,0,79,87,2,1,22,3,46,7,1,1,79,10,1,9,7,1,6,3368101,2393403,974698,431,143390
1351,1943,1024,30,SALARIED,11599,11599,1,MALE,OTHERS,MARRIED,24,96,PRIVATE LIMITED,0.69,0,225,365,0,0,2,1,5,3,0,0,221,2,1,1,2,1,1,779588,777479,2109,431,3541
1352,1944,995,49,SELF EMPLOYED,50000,50000,1,MALE,OTHERS,MARRIED,0,120,INDIVIDUAL,0.34,0,68,290,1,0,4,1,8,3,0,0,68,6,3,2,4,3,1,1803797,1803797,0,430,21070
1353,1945,1229,48,SALARIED,46216,33786,1,MALE,OTHERS,MARRIED,120,120,GOVT (ONLY FOR SALARIED),0.59,0,71,71,1,1,2,1,4,1,0,0,430,7,1,5,1,0,1,4768,0,4768,430,121512
1354,1946,1385,35,SELF EMPLOYED,33245.17,33245.17,1,MALE,OTHERS,MARRIED,300,0,PROPRIETORSHIP,0.29,0,357,0,0,0,1,0,3,0,0,0,356,2,0,2,2,0,2,135650,0,135650,430,6082
1355,1947,2339,50,SELF EMPLOYED,27100,27100,1,MALE,OTHERS,MARRIED,588,70,PROPRIETORSHIP,0.84,0,0,0,0,0,0,0,0,0,0,0,430,1,0,1,1,0,1,277166,0,277166,430,268716
1356,1948,3389,34,SALARIED,25354,20913,1,MALE,OTHERS,MARRIED,0,84,INDIVIDUAL,0.38,0,438,438,0,0,0,0,3,2,0,0,430,2,1,1,1,1,0,767346,767346,0,430,9138
1357,1952,3119,42,SALARIED,22520,22520,1,MALE,OTHERS,MARRIED,360,12,INDIVIDUAL,0.55,0,205,205,0,0,2,1,5,1,0,1,301,2,0,2,2,0,2,71846,0,71846,429,11167
1358,1953,3130,31,SALARIED,13526,13526,1,MALE,HEALTHCARE AND HEALTHCARE PROVIDERS,MARRIED,24,12,INDIVIDUAL,0.5,0,79,0,1,0,5,0,6,0,0,0,265,2,0,1,2,0,1,10944,11864,0,429,1246
1359,1954,3297,41,SELF EMPLOYED,56105.17,56105.17,1,MALE,OTHERS,MARRIED,288,61,INDIVIDUAL,4.13,0,25,25,1,1,7,1,26,2,0,0,199,4,0,3,3,0,3,2156891,0,2156891,429,705536
1360,1955,689,28,SELF EMPLOYED,183560.08,183560.08,1,MALE,WOOD AND WOOD PRODUCTS,MARRIED,120,31,PROPRIETORSHIP,0.21,0,13,0,1,0,1,0,1,0,0,0,428,1,0,1,1,0,1,150448,0,150448,428,3222
1361,1957,1417,45,SELF EMPLOYED,39493.25,39493.25,1,MALE,OTHERS,MARRIED,0,240,INDIVIDUAL,0.34,0,4,4,2,2,2,2,5,2,0,0,428,6,1,4,1,0,0,122945,122945,0,428,27832
1362,1958,1488,27,SELF EMPLOYED,33242.5,33242.5,1,MALE,OTHERS,MARRIED,0,84,PROPRIETORSHIP,0.21,0,9,9,4,2,11,5,23,8,0,0,186,6,1,4,3,0,2,794857,4736,790121,428,40837
1363,1959,2939,45,SALARIED,31740,31722,1,FEMALE,HEALTHCARE AND HEALTHCARE PROVIDERS,MARRIED,360,0,INDIVIDUAL,0.18,0,18,71,2,1,4,1,6,2,0,0,231,5,1,4,3,0,3,1059514,417398,642116,428,51377
1364,1960,3407,36,SELF EMPLOYED,53319.42,53319.42,1,MALE,OTHERS,MARRIED,0,53,PROPRIETORSHIP,0.68,0,26,26,2,1,7,3,10,4,2,2,337,2,0,0,2,0,0,325677,325677,0,428,286590
1365,1962,603,43,SALARIED,65000,65000,1,MALE,OTHERS,MARRIED,240,120,INDIVIDUAL,0.54,0,198,0,0,0,3,0,9,0,0,0,427,4,0,2,1,0,0,640572,640572,0,427,117035
1366,1964,751,35,SELF EMPLOYED,37500,37500,1,MALE,OTHERS,MARRIED,0,35,INDIVIDUAL,0.95,1,17,17,6,2,8,2,19,4,1,1,188,8,0,5,7,0,5,118643,9257,109386,427,49959
1367,1965,2341,42,SELF EMPLOYED,58333.33,58333.33,1,MALE,OTHERS,MARRIED,504,9,PROPRIETORSHIP,0.38,0,20,123,2,0,6,1,8,1,0,1,280,2,0,0,2,0,0,2903921,2903921,0,427,58719
1368,1966,2756,50,SELF EMPLOYED,20000,20000,1,FEMALE,TRANSPORT LOGISTICS,MARRIED,600,100,INDIVIDUAL,0.27,0,36,36,1,1,1,1,4,3,0,0,427,6,4,0,2,2,0,1329650,1329650,0,427,10033
1369,1967,2974,35,SALARIED,52367,52367,1,MALE,IT AND COMMUNICATION,MARRIED,408,0,INDIVIDUAL,0.31,0,173,743,0,0,2,0,11,1,0,0,271,2,0,2,2,0,2,358401,0,358401,427,18170
1370,1969,638,49,SELF EMPLOYED,88857,88857,1,MALE,FOOD PRODUCTS,MARRIED,240,180,PROPRIETORSHIP,0.52,0,2,2,3,3,3,3,4,3,1,1,426,2,0,0,1,0,0,37986,37986,0,426,88857
1371,1970,1287,33,SELF EMPLOYED,28472.17,28472.17,1,MALE,OTHERS,MARRIED,120,20,PROPRIETORSHIP,0.49,0,35,35,3,3,4,3,6,3,0,0,426,4,0,3,1,0,1,54,0,54,426,5368
1372,1971,1675,33,SALARIED,50000,30839,1,FEMALE,OTHERS,MARRIED,0,120,INDIVIDUAL,0.53,0,1,1,1,1,2,1,8,3,0,0,426,2,1,0,1,1,0,1633707,1633707,0,426,29798
1373,1972,2449,24,SALARIED,20833,15000,1,MALE,OTHERS,MARRIED,24,48,PRIVATE LIMITED,0.14,0,76,76,2,2,3,3,6,4,0,0,71,3,2,1,2,2,0,793484,793484,0,425,2060
1374,1973,3654,41,SELF EMPLOYED,40676,40676,1,MALE,OTHERS,MARRIED,0,96,PROPRIETORSHIP,0.58,0,0,0,0,0,0,0,0,0,0,0,303,25,0,7,3,0,2,568333,252000,316333,425,217716
1375,1974,3732,41,SELF EMPLOYED,40676,40676,1,MALE,OTHERS,MARRIED,0,96,PROPRIETORSHIP,0.58,0,0,0,0,0,0,0,0,0,0,0,303,25,0,7,3,0,2,568333,252000,316333,425,217716
1376,1976,57,47,SELF EMPLOYED,23470,23470,1,FEMALE,OTHERS,MARRIED,36,120,INDIVIDUAL,0.56,0,208,0,0,0,1,0,5,0,0,0,424,1,0,0,1,0,0,288071,288071,0,424,4484
1377,1978,3835,47,SELF EMPLOYED,23470,23470,1,FEMALE,OTHERS,MARRIED,36,120,INDIVIDUAL,0.56,0,208,0,0,0,1,0,5,0,0,0,424,1,0,0,1,0,0,288071,288071,0,424,4484
1378,1981,882,40,SELF EMPLOYED,125000,125000,1,MALE,OTHERS,MARRIED,0,4,INDIVIDUAL,0.33,0,434,434,0,0,0,0,4,4,0,0,423,1,1,0,1,1,0,561658,561658,0,423,9718
1379,1982,2417,44,SALARIED,14529,14529,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.51,0,484,0,0,0,0,0,1,0,0,0,423,1,0,1,1,0,1,163170,0,163170,423,3393
1380,1983,3082,24,SALARIED,26884,26884,1,MALE,IT AND COMMUNICATION,SINGLE,48,0,INDIVIDUAL,0.55,0,110,0,0,0,4,0,6,0,0,0,97,5,0,5,4,0,4,121986,0,121986,423,21682
1381,1986,155,38,SELF EMPLOYED,37784.75,37784.75,1,MALE,OTHERS,MARRIED,360,59,INDIVIDUAL,0.2,0,0,0,1,1,1,1,3,2,0,0,421,2,1,1,1,1,0,610462,610462,0,421,170096.472
1382,1989,1002,36,SELF EMPLOYED,41666.67,41666.67,1,MALE,OTHERS,MARRIED,240,1,INDIVIDUAL,0.26,0,422,422,0,0,0,0,4,4,0,0,421,1,1,0,1,1,0,1091485,1091485,0,421,33565
1383,1990,2352,34,SELF EMPLOYED,85741.5,85741.5,1,MALE,OTHERS,MARRIED,396,2,INDIVIDUAL,0.5,1,104,104,0,0,2,1,4,1,0,0,108,3,0,2,2,0,1,303480,259830,43650,421,200479
1384,1991,3343,51,SELF EMPLOYED,32636.75,32636.75,1,MALE,OTHERS,MARRIED,0,21,PROPRIETORSHIP,0.64,0,73,73,1,1,5,1,15,1,0,0,138,12,0,11,5,0,4,58679,36744,21935,421,9640
1385,1992,45,30,SELF EMPLOYED,26861.67,26861.67,1,FEMALE,OTHERS,MARRIED,180,180,INDIVIDUAL,2.44,0,175,175,0,0,1,1,8,2,0,0,94,6,2,2,3,2,1,11697149,11697149,0,420,178828
1386,1994,1000,43,SELF EMPLOYED,27500,27500,1,FEMALE,OTHERS,MARRIED,360,2,INDIVIDUAL,0,0,0,0,1,1,3,2,7,5,0,0,420,1,1,0,1,1,0,1699885,1699885,0,420,23583
1387,1995,1275,42,SELF EMPLOYED,40350.17,40350.17,1,MALE,OTHERS,MARRIED,84,69,INDIVIDUAL,0.5,1,5,5,7,3,29,3,53,6,1,1,75,24,2,16,18,2,12,3206936,2096508,1110428,420,15456
1388,1996,1962,37,SALARIED,20000,12000,1,MALE,PETROLEUM PRODUCTS,MARRIED,240,120,PROPRIETORSHIP,0.5,0,9,9,1,1,4,4,5,5,1,2,262,5,0,2,3,0,1,76642,62310,14332,420,170096.472
1389,1997,2177,24,SELF EMPLOYED,117583.33,117583.33,1,MALE,TRANSPORT LOGISTICS,MARRIED,36,18,INDIVIDUAL,0.46,0,8,14,13,3,35,3,36,3,0,0,104,6,0,5,5,0,4,1676675,1095301,581374,420,170096.472
1390,1998,3823,30,SELF EMPLOYED,26861.67,26861.67,1,FEMALE,OTHERS,MARRIED,180,180,INDIVIDUAL,2.44,0,175,175,0,0,1,1,8,2,0,0,94,6,2,2,3,2,1,11697149,11697149,0,420,178828
1391,2000,1737,44,SALARIED,45916,45916,1,MALE,OTHERS,MARRIED,516,144,INDIVIDUAL,0.32,0,682,682,0,0,0,0,2,1,0,0,128,6,5,1,5,5,0,3400618,3400618,0,419,27886
1392,2001,1980,45,SELF EMPLOYED,58333.33,58333.33,1,MALE,TEXTILES,MARRIED,12,48,INDIVIDUAL,0.35,0,21,21,1,1,1,1,5,3,0,0,384,2,1,1,2,1,1,2087509,2085593,1916,419,170096.472
1393,2002,2553,37,SELF EMPLOYED,29166.67,29166.67,1,MALE,OTHERS,MARRIED,0,96,INDIVIDUAL,0.22,0,95,95,0,0,1,1,3,3,0,0,419,2,2,0,1,1,0,655803,655803,0,419,170096.472
1394,2003,3303,36,SALARIED,45810,45810,1,MALE,SECURITY SERVICES,MARRIED,24,60,INDIVIDUAL,0.39,0,38,186,2,0,7,3,9,3,0,0,419,2,0,2,1,0,1,6781,0,6781,419,28858
1395,2004,293,47,SELF EMPLOYED,29480.67,29480.67,1,FEMALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.61,0,7,12,8,4,12,4,22,11,0,0,79,5,1,4,4,1,3,2680821,2522327,158494,418,6471
1396,2005,707,42,SELF EMPLOYED,52402.97,52402.97,1,MALE,OTHERS,MARRIED,276,137,PROPRIETORSHIP,0.46,0,36,36,1,1,1,1,6,1,0,0,418,4,0,3,2,0,2,2000,0,2000,418,54734
1397,2006,1943,35,SELF EMPLOYED,111000,111000,1,FEMALE,OTHERS,MARRIED,204,46,PROPRIETORSHIP,0.47,0,365,0,0,0,1,0,1,0,0,0,44,8,0,7,3,0,2,185184,74978,110206,418,170096.472
1398,2007,879,27,SELF EMPLOYED,41666.67,41666.67,1,MALE,OTHERS,SINGLE,312,120,INDIVIDUAL,0.68,0,7,7,3,1,6,1,10,1,0,0,122,4,0,1,2,0,1,663281,529408,133873,417,16921
1399,2008,1003,39,SELF EMPLOYED,25000,25000,1,MALE,OTHERS,MARRIED,180,5,INDIVIDUAL,0.47,0,26,26,1,1,4,3,14,3,5,5,286,7,0,1,3,0,0,1180085,1167194,12891,417,12282
1400,2009,2875,38,SELF EMPLOYED,508333.33,508333.33,1,MALE,FOOD PRODUCTS,MARRIED,240,83,INDIVIDUAL,0.11,0,423,423,0,0,0,0,2,2,0,0,417,1,1,0,1,1,0,1185398,1185398,0,417,19372
1401,2011,1568,38,SALARIED,13128,13128,1,FEMALE,OTHERS,MARRIED,60,84,GOVT (ONLY FOR SALARIED),0.53,0,417,0,0,0,0,0,2,0,0,0,416,2,0,1,1,0,1,195744,0,195744,416,2762
1402,2012,3091,32,SELF EMPLOYED,50191.08,50191.08,1,MALE,OTHERS,MARRIED,0,6,INDIVIDUAL,0.95,0,43,43,3,2,5,2,7,2,0,0,272,4,0,0,2,0,0,341345,341345,0,416,94295
1403,2013,2454,38,SELF EMPLOYED,37954.83,37954.83,1,MALE,GLASS AND GLASS PRODUCTS,MARRIED,432,8,INDIVIDUAL,0.29,0,70,148,2,0,10,4,16,4,0,0,202,3,0,2,2,0,2,208961,0,208961,415,14772
1404,2015,1155,35,SELF EMPLOYED,34750,34750,1,MALE,HOTELS AND RESORTS,MARRIED,0,120,INDIVIDUAL,0.97,0,7,7,2,2,5,2,14,2,0,2,164,17,0,9,4,0,1,468051,466226,1825,414,90754
1405,2017,1995,31,SELF EMPLOYED,33000,33000,1,MALE,FOOD PRODUCTS,MARRIED,120,108,INDIVIDUAL,0.42,0,11,11,1,1,2,2,3,2,0,0,79,7,0,5,1,0,0,110132,14294,95838,413,170096.472
1406,2018,2016,38,SELF EMPLOYED,45916.67,45916.67,1,MALE,OTHERS,SINGLE,180,120,PROPRIETORSHIP,0.52,0,21,306,2,0,3,1,6,2,0,0,413,1,0,1,1,0,1,447755,0,447755,413,170096.472
1407,2021,3634,39,SELF EMPLOYED,74816,74816,1,MALE,OTHERS,MARRIED,456,7,INDIVIDUAL,0.61,0,1,86,2,1,2,1,6,2,0,0,413,4,1,1,1,0,0,1278484,1278484,0,413,22704
1408,2022,54,40,SELF EMPLOYED,32300,32300,1,FEMALE,OTHERS,MARRIED,120,120,INDIVIDUAL,0.47,0,16,0,1,0,2,0,4,0,0,1,219,2,0,1,2,0,1,76623,75444,1179,412,13203
1409,2023,542,44,SELF EMPLOYED,46500,46500,1,MALE,FMCG,MARRIED,0,120,PROPRIETORSHIP,0.55,0,33,128,4,0,5,1,6,1,0,0,350,6,0,2,2,0,0,71161,0,71161,412,2515
1410,2024,3190,50,SELF EMPLOYED,40135.67,40135.67,1,MALE,OTHERS,MARRIED,588,96,INDIVIDUAL,1.39,0,57,0,1,0,3,0,9,0,0,0,209,8,0,7,4,0,4,578184,0,578184,412,11534
1411,2025,3832,40,SELF EMPLOYED,32300,32300,1,FEMALE,OTHERS,MARRIED,120,120,INDIVIDUAL,0.47,0,16,0,1,0,2,0,4,0,0,1,219,2,0,1,2,0,1,76623,75444,1179,412,13203
